id,url,date_seen,approved_by_board,approved_by,signed_by_director,signed_by,link_on_front_page,created_at,updated_at,broken_url,verified_by_id,published,contributor_email,marked_not_broken_url,first_year_covered,last_year_covered,company_id,related_companies
,https://www.abercrombiekent.co.uk/modern-slavery-act,43657,Not explicit,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,26424,
,https://87a2ecb203ace4db2fc2.b-cdn.net/wp-content/uploads/2019/06/Anti-Modern-Day-Slavery-Statement.pdf,43817,Yes,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2017,2018,NEW5363,
,https://www.academia.co.uk/wp-content/uploads/2018/11/Academia-Modern-Slavery-Statement-2019.pdf,43657,Not explicit,,No,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,6895,
,https://www.academytransformationtrust.co.uk/wp-content/uploads/2019/03/Modern-slavery-statement.pdf,43844,Not explicit,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2019,2019,NEW5365,
,https://www.accentgroup.org/media/3238/accent-modern-slavery-statement-2018-19.pdf,43817,No,Chair,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,10911,
,https://www.accenture.com/_acnmedia/PDF-44/Accenture-Modern-Slavery-Act-Statement-Final.pdf,43788,Yes,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2019,2019,6897,
,https://www.theaccessgroup.com/modern-slavery-policy-statement/,43657,Yes,,No,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,8507,
,https://accordmarketing.com/modern-slavery-act-statement,43817,Not explicit,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,NEW5369,
,https://acentasteel.com/scw-content/uploads/2019/04/Acenta-Modern-Slavery-Act-Disclosure-Statement.pdf,43787,Not explicit,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,21182,
,https://static.acer.com/up/Resource/AcerGroup/Sustainability/Supply_Chain/Our_Supply_Chain/20190715/Slavery_and_Human_Trafficking_Statement_of_2018.pdf,43841,Yes,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,18225,
,https://www.achilles.com//app/uploads/2019/05/Achilles-Modern-Slavery-Statement-May-2019-FINAL.pdf,43766,Yes,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,NEW5372,
,https://www.aciworldwide.com/-/media/files/collateral/other/aci-worldwide-modern-slavery-statement.pdf,43688,Yes,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,NEW5373,
,https://www.acs-schools.com/sites/default/files/2019-11/Anti-Slavery%20%26%20Human%20Trafficking%20Policy%20.pdf,43841,Not explicit,,No,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2017,2017,9633,
,https://www.agile-one.com/media/1627/agile1_modern-slavery-act-statement-2019.pdf,43766,Yes,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2019,2019,NEW5376,
,https://acteon.com/wp-content/uploads/2019/06/Modern_Slavery_Act_Statement_2017.11.07.pdf,43793,Yes,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2017,2017,16686,
,https://www.actionaid.org.uk/about-us/modern-slavery-act-statement-2018,43838,Yes,,No,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2019,2019,10890,
,https://www.activtrades.com/en/modern-slavery-act-2015,43817,Yes,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,NEW5380,
,https://adamsmithinternational.com/app/uploads/2019/10/ASI-Modern-Slavery-and-Human-Trafficking-Statement-2018_signed.pdf,43657,Not explicit,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,6903,
,https://www.adaresec.com/modern-slavery-act/,43657,Yes,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,8980,
,https://www.addleshawgoddard.com/globalassets/policies/modern-slavery-statement.pdf,43657,Not explicit,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,6905,
,https://resources.adeccogroup.com/~/media/adeccogroup/brands/adecco-global-2016/uk/media/pdfs/adecco-modern-slavery-act-transparency-statement-2018.pdf?la=en-gb,43788,Yes,,No,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,18097,
,https://www.adeliefoods.co.uk/wp-content/uploads/2019/04/Modern-Slavery-Statement-2019-20.pdf,43787,Yes,,No,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2019,2020,16949,
,https://www.adlerandallan.co.uk/download/Group-Policy-Statements-and-Certificates/Modern%20Slavery%20Policy%20SEPT%202019.pdf,43657,Not explicit,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,10484,
,https://www.adnams.co.uk/customer/pages/modern-slavery-policy,43657,No,Leadership Team,No,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2017,2017,9123,
,https://www.adobe.com/content/dam/cc/en/corporate-responsibility/pdfs/adobe-slavery-and-human-trafficking-policy-statement.pdf,43793,Not explicit,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2017,2018,16908,
,https://www.exxonmobil.co.uk/-/media/UnitedKingdom/Files/Slavery-and-human-trafficking-statements/2018/Advanced-Elastomer-Systems-Limited-signed-statement.pdf,43841,Yes,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,18454,
,https://www.admedsol.com/wp-content/uploads/2017/06/Modern-Slavery-Act-Statement.pdf,43657,Not explicit,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2017,2017,16838,
,http://www.cashplusgroup.com/wp-content/uploads/2019/10/Cashplus-Modern-Slavery-Statement-FY18_19.pdf,43818,Not explicit,,No,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,NEW5395,
,https://www.advancedsupplychain.com/uploads/2019/04/ASCG-Modern-Slavery-Statement-2019.pdf,43818,Yes,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,NEW5396,
,https://www.advantage-finance.co.uk/home/modernslaverystatement.asp,43688,Yes,,No,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,NEW5397,
,https://www.advantageresourcing.co.uk/documents/91981/0/-/d532afea-f518-4dd2-9b4a-cdc7b086c686/Modern%20Slavery%20Act%20-%20Advantage%20Compliance%20Statement%202019-2020.pdf,43793,No,Operations Director,No,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2019,2020,9736,
,https://www.aegpresents.co.uk/assets/doc/AEG-Presents-Ltd_Modern-Slavery-Statement-2019-FINAL-6a1d1ab371.pdf,43818,Not explicit,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2019,2019,NEW5400,
,https://www.aeropeople.com/wp-content/uploads/2019/10/Modern-Slavery-Statement-2019-2020.pdf,43657,Not explicit,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2019,2020,21741,
,https://www.afcb.co.uk/media/19636/modern-slavery-trafficking-policy-statement-2019-amended.pdf,43657,No,CEO,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2017,2018,6914,
,https://www.affco.co.nz/media/1434/affco-modern-slavery-statement.pdf,43841,Yes,,No,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,NEW5404,
,https://affinitytrust.org/wp-content/uploads/Affinity-Trust-Modern-Slavery-Statement-2018.doc.pdf,43793,Not explicit,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2017,2018,16950,
,https://www.affinitywater.co.uk/docs/policies/Modern-Slavery-And-Human-Trafficking-Statement-October2018.pdf,43793,No,CEO,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2017,2018,9427,
,https://www.abercrombie.com/shop/CustomerService?pageName=modern-slavery-act&storeId=19658&textKey=LEGAL_MODERN_SLAVERY_ACT&catalogId=11556&langId=-1,43818,Not explicit,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,NEW5407,
,https://www.africaexpressline.com/wp-content/uploads/2019/06/AEL-Modern-Slavery-Statement-June-2019.pdf,43838,Yes,,No,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,17877,
,https://www.clintonsretail.com/about/modern-act-statement,43657,Not explicit,,No,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2016,2017,6918,
,https://www.agcocorp.com/content/dam/agcocorp/Suppliers/agco-ltd-modern-slavery-act-54-FY-ending-dec2018.pdf,43688,Not explicit,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,NEW5411,
,https://www.agetur.co.uk/wp-content/uploads/2018/11/Modern-Slavery-Statement-and-Policy-2018.pdf,43818,Yes,,No,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,NEW5412,
,http://www.agrialfreshproduce.co.uk/ModernSlaveryStatement2019.pdf,43657,Not explicit,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,22350,
,https://343bd8d7-e4dd-4d35-9e60-eefdc125d5de.filesusr.com/ugd/6faf3e_fb09525dbe2a48a0aad9812626083692.pdf,43791,Yes,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2019,2019,26381,
,https://www.agrovista.co.uk/userassets/corporate%20downloads/modern%20slavery%202018.pdf,43657,Yes,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,29662,
,https://www.ahliunited.com/uk/wp-content/uploads/2019/02/AnnualPolicyStatementonAnti-Slavery31.12.18.pdf,43657,Not explicit,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,10176,
,https://www.ahlstrom-munksjo.com/globalassets/_about/files/policies-and-codes-of-conducts/ahlstom-munksjo-modern-slavery-statement-2019.pdf,43818,Yes,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2019,2019,NEW5419,
,https://www.ahmadtea.com/modern-slavery-statement,43688,No,Chairman,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2019,2019,NEW5420,
,https://www.aiglife.co.uk/globalassets/aig/documents/aig_life_limited_modern_slavery_statement_2018.pdf/download,43657,Not explicit,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,10423,
,https://www.airbusiness.com/wp-content/themes/airbus/dist/pdf/modern-day-slavery-statement.pdf,43845,Not explicit,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2019,2019,NEW5424,
,https://www.aircharterservice.com/about-us/modern-slavery-statement,43818,Yes,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,NEW5425,
,http://www.airproducts.com/Company/governance/commitment-ethical-business/human-trafficking-and-slavery.aspx,43787,Not explicit,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,,,23431,
,https://airedale.com/web/file?uuid=1cd0d57c-cae7-462e-9d6e-c372894be411&owner=de3aa83e-cfaf-4872-8849-d5a40ddcd334&contentid=4554&title=%5C%5Cmodine.com%5Cuserdata%5CLEEDGB%5CMyDocuments%5Cdlfarrar%5CDocuments%5CAdmin%5CAiredale%20Salvery%20and%20Human%20Trafficking%20Policy%202018.pdf,43793,Not explicit,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2017,2018,18685,
,https://airsprung-group.co.uk/wp-content/uploads/2019/08/Modern-Slavery.pdf,43818,No,CEO,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2019,2020,NEW5430,
,http://www.akocapital.com/wp-content/uploads/2019/08/AKO-Capital-LLP-Statement-on-Slavery-and-Human-Trafficking-2019.pdf,43818,Yes,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,NEW5431,
,https://aktrion.com/wp-content/uploads/2016/04/LG023_Modern_Slavery_Statement_Signed.pdf,43793,Not explicit,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,,,6927,
,https://www.akw-ltd.co.uk/wp-content/uploads/2019/04/modern-slavery-and-human-trafficking-statement-April-2019-002.docx.pdf,43793,No,CEO,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,21107,
,https://www.alrayanbank.co.uk/careers/modern-slavery-statement/,43818,Yes,,No,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,NEW5434,
,https://www.albanyproducts.co.uk/wp-content/uploads/2019/04/Modern-Slavery-Statement-Albany.pdf,43818,Not explicit,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2019,2019,NEW5435,
,https://www.albea-group.com/en-gb/content/compliance,43818,Not explicit,,No,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2019,2019,NEW5436,
,https://www.albertbartlett.co.uk/anti-slavery-statement/,43793,Not explicit,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2019,2019,21697,
,https://www-us.albourne.com/albourne/ukmodernslaveryact,43793,Yes,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,17697,
,https://www.alcon.com/sites/g/files/rbvwei496/files/2019-04/Alcon-Supply-Chain-Modern-Slavery-Human-Trafficking-Statement.pdf,43688,Not explicit,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2019,2019,10052,
,https://www.aldautomotive.co.uk/About-Us-site/Documents/ALDAutomotiveLimitedModernSlaveryStatement2019.pdf,43793,Yes,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,28016,
,http://www.alec-jarrett.co.uk/wp-content/uploads/2019/04/Website-statement-April-2019.pdf,43818,Yes,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2019,2020,NEW5442,
,https://www.alexander-dennis.com/media/84747/modern-slavery-and-anti-trafficking-statement-2019.pdf,43657,Yes,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,18098,
,https://alexion.com/Documents/Modern-Slavery-Act.aspx,43795,Yes,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2017,2017,NEW5445,
,https://www.alfasystems.com/am/media/anti-slavery-and-human-trafficking-statement-2018,43791,Not explicit,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,9577,
,https://www.alfalaval.com/globalassets/documents/about-us/sustainablity/modern-slavery-act-transparency-statement-2019.pdf,43688,Not explicit,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,NEW5447,
,https://www.jtatravel.co.uk/pages/Modern-Slavery-Statement,43818,Not explicit,,No,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2019,2020,NEW5448,
,https://www.dunhill.com/gb/Help/LegalArea/ModernSlaveryAct,43838,Yes,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2017,2018,6933,
,http://www.allmetal.co.uk/SlaveryAndTrafficking.aspx,43657,Not explicit,,No,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,,,21359,
,https://www.allresponsemedia.com/modern-slavery-policy/,43688,Yes,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2019,2019,NEW5453,
,https://www.allsaints.com/help-and-support/modern-slavery-act-statement/,43657,Yes,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,9581,
,http://www.allsteelstrading.co.uk/files/mydocs/AST%20modern-slavery-and-human-trafficking-statement.docx.pdf,43657,No,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,16761,
,https://www.allchurches.co.uk/images/Modern-Slavery-Act-Statement-2019.pdf,43818,Yes,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2019,2019,NEW5456,
,https://www.allegisgroup.com/-/media/files/enterprise/allegis-group-limited-modern-slavery-statement-2019.pdf?la=en&hash=A107AF2B17AAC1CECDFDFEF2039C70415FAD0B19,43793,Not explicit,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,,,29385,
,https://www.alliancebernstein.com/abcom/Our_Firm/Content/CGDocs/ABL-Modern-Slavery-Statement.pdf,43657,Yes,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,17139,
,https://www.allied-glass.com/wp-content/uploads/2019/05/Modern-Slavery-Policy-Signed-19.02.2019.pdf,43818,Yes,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,NEW5459,
,https://www.allocatesoftware.com/modern-slavery-statement/,43657,Not explicit,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,6938,
,https://allportcargoservices.com/modern-slavery-statement/,43793,Yes,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,6939,
,https://www.allstarcard.co.uk/l/modern-slavery-statement/,43788,Not explicit,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,,,17141,
,https://alphafmc.com/wp-content/uploads/2018/11/Modern-Slavery-Statement-2018.pdf,43818,Yes,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,NEW5464,
,https://public-egiportal.alphaplusgroup.co.uk/Alpha%20Plus%20Group%20Documents/Anti-Slavery%20and%20Human%20Trafficking%20Statement.pdf,43839,Yes,,No,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2017,2018,NEW5466,
,https://www.alphasights.com/modernslaverystatement?locale=en,43793,Not explicit,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2019,2019,22721,
,https://www.alpine.co.uk/fileadmin/user_upload/united_kingdom/PDF/Modern_Slavery_Statement_of_Alpine_Electronics_of_UK_Ltd_FY2019.pdf,43657,Not explicit,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,6940,
,https://www.alpro.com/uk/modern-slavery-statement/,43688,Yes,,No,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,NEW5470,
,https://www.alsfordtimber.com/about-alsford/anti-slavery-policy,43780,Not explicit,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,NEW5471,
,https://www.afgroup.org.uk/alternative-futures-group-slavery-and-human-trafficking-statement/,43657,Not explicit,,No,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,,,6943,
,https://www.altodigital.com/images/uploads/files/EQHS-POL-071_Modern_Slavery__Human_Trafficking_Policy_(2).pdf,43818,Not explicit,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,,,NEW5474,
,https://www.altran.com/as-content/uploads/sites/4/2018/06/modern-slavery-statement-issue-0.2.pdf,43841,Not explicit,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,8512,
,https://www.altusintervention.com/altus-files/uploads/images/PDFs/Modern_Slavery_Statement_2019.pdf,43780,Yes,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2016,2016,NEW5476,
,https://www.alungriffiths.co.uk/wp-content/uploads/2019/01/Modern-Slavery-Human-Trafficking-Act-Statement-2019.pdf,43657,Not explicit,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2019,2019,6946,
,https://www.alzheimers.org.uk/legal-information/slavery-and-human-trafficking-statement,43819,Not explicit,,No,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2019,2020,NEW5478,
,https://www.amcogiffen.co.uk/downloads/118/AmcoGiffen_Modern_Slavery_Statement_2017-2018_Update.pdf,43657,Yes,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2017,2018,8513,
,https://www.ambitionspersonnel.com/about/modern-slavery-statement,43657,Not explicit,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,6949,
,https://ameon.co.uk/about-us/anti-slavery-human-trafficking-policy/,43819,Not explicit,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,NEW5483,
,https://resources.finalsite.net/images/v1554136421/asl/c9etqrontrzicyidg74z/ModernSlaveryStatement2019v2.pdf,43843,Not explicit,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2017,2018,NEW5484,
,https://www.amerisurresources.com/application/files/8015/5350/9730/Amerisur-Modern-Slavery-and-Human-Trafficking-Statement-25-09-18.pdf,43794,Yes,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,9445,
,https://www.amgen.co.uk/~/media/amgen/full/www-amgen-com/www-amgen-co-uk/downloads/modern-slavery-act-2015---amgen-statement-2019-6th-march-2019-v1.ashx?la=en-GB,43657,No,Vice Presidents,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,16698,
,https://www.amnesty.org/download/Documents/ORG2006172019ENGLISH.PDF,43657,Yes,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,9106,
,https://www.amoriabond.com/en/modern-slavery-statement.aspx,43819,Yes,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,NEW5491,
,https://amsafebridport.com/wp-content/uploads/2019/03/AmSafeBP.MS_.FY19.pdf,43819,Not explicit,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,NEW5492,
,http://www.amtfruit.com/wp-content/uploads/2019/04/AMT-Fruit-Modern-Slavery-Statement-201718.pdf,43843,Not explicit,,No,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2017,2018,NEW5493,
,https://anand.co.uk/anand-international-ltd-anti-slavery-and-human-trafficking-policy/,43791,Not explicit,,No,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2019,2020,21616,
,https://www.hibiscuspetroleum.com/aboutahuk,43812,Yes,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2017,2018,NEW5495,
,https://www.stihl.co.uk/modern-slavery-statement.aspx,43780,Not explicit,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,NEW5497,
,https://www.andrews-sykes.com/info/policies/,43780,Not explicit,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2019,2019,NEW5498,
,http://androsuk.net/docs/Modern_slavery_statement.pdf,43843,Yes,,No,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2019,2019,NEW5499,
,https://anesco.co.uk/slavery-act/,43794,Not explicit,,No,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,,,16615,
,http://www.anglia.com/quality/slaveryStatement.asp,43794,No,Endorsed by CEO,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2018,6957,
,https://www.acecic.co.uk/media/1387/modern-slavery-statement-2019-signed-by-david-harrison-7-october-2019.pdf,43657,Yes,,Yes,,FALSE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,10121,
,https://www.anglianwater.co.uk/siteassets/household/about-us/slavery-and-human-trafficking-statement-2019.pdf,43794,Yes,,Yes,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,6959,
,https://www.anglianhome.co.uk/legal/supply-chain-transparency,43688,Yes,,No,,TRUE,,,f,6,t,carrier@business-humanrights.org,f,2018,2019,6960,
